am1010-onda-latina,14,1782
am1010-onda-latina,15,1687
am1010-onda-latina,16,1942
am1010-onda-latina,17,1733
am1010-onda-latina,18,1848
am1010-onda-latina,19,1723
am1010-onda-latina,20,1716
am1010-onda-latina,21,1568
am1010-onda-latina,22,1569
am1010-onda-latina,23,1473
am1330,0,50
am1330,1,35
am1330,2,28
am1330,3,12
am1330,4,10
am1330,5,5
am1330,6,9
am1330,7,16
am1330,8,29
am1330,9,49
am1330,10,85
am1330,11,94
am1330,12,52
am1330,13,55
am1330,14,61
am1330,15,45
am1330,16,46
am1330,17,66
am1330,18,49
am1330,19,72
am1330,20,53
am1330,21,43
am1330,22,46
am1330,23,36
am750,0,60404
am750,1,38649
am750,2,22377
am750,3,14617
am750,4,11336
am750,5,11491
am750,6,16719
am750,7,28659
am750,8,45115
am750,9,61128
am750,10,80731
am750,11,97031
am750,12,105953
am750,13,113317
am750,14,121350
am750,15,115615
am750,16,113373
am750,17,108478
am750,18,102884
am750,19,98388
am750,20,91578
am750,21,76233
am750,22,76465
am750,23,76389
am890,0,213
am890,1,135
am890,2,96
am890,3,64
am890,4,40
am890,5,36
am890,6,42
am890,7,69
am890,8,120
am890,9,169
am890,10,175
am890,11,195
am890,12,214
am890,13,202
am890,14,302
am890,15,337
am890,16,293
am890,17,266
am890,18,318
am890,19,255
am890,20,294
am890,21,253
am890,22,183
am890,23,240
amadeus,0,15
amadeus,1,5
amadeus,2,9
amadeus,3,5
amadeus,4,2
amadeus,5,4
amadeus,6,8
amadeus,7,5
amadeus,8,9
amadeus,9,17
amadeus,10,33
amadeus,11,15
amadeus,12,29
amadeus,13,28
amadeus,14,33
amadeus,15,48
amadeus,16,24
amadeus,17,24
amadeus,18,20
amadeus,19,15
amadeus,20,21
amadeus,21,20
amadeus,22,20
amadeus,23,23
america,0,93
america,1,72
america,2,65
america,3,45
america,4,23
america,5,36
america,6,34
america,7,47
america,8,59
america,9,92
america,10,102
america,11,98
america,12,133
america,13,138
america,14,105
america,15,112
america,16,129
america,17,100
america,18,119
america,19,132
america,20,103
america,21,112
america,22,115
america,23,118
amistad,0,4
amistad,1,1
amistad,2,2
amistad,3,1
amistad,5,2
amistad,6,1
amistad,7,1
amistad,8,2
amistad,9,2
amistad,10,9
amistad,11,11
amistad,12,8
amistad,13,4
amistad,14,9
amistad,15,22
amistad,16,12
amistad,17,13
amistad,18,16
amistad,19,16
amistad,20,8
amistad,21,10
amistad,22,8
amistad,23,5
ampm,0,240
ampm,1,138
ampm,2,80
ampm,3,67
ampm,4,63
ampm,5,65
ampm,6,67
ampm,7,111
ampm,8,211
ampm,9,428
ampm,10,489
ampm,11,604
ampm,12,609
ampm,13,608
ampm,14,556
ampm,15,452
ampm,16,451
ampm,17,364
ampm,18,311
ampm,19,329
ampm,20,383
ampm,21,325
ampm,22,347
ampm,23,326
am-radio-show,0,81
am-radio-show,1,46
am-radio-show,2,23
am-radio-show,3,12
am-radio-show,4,8
am-radio-show,5,4
am-radio-show,6,9
am-radio-show,7,19
am-radio-show,8,20
am-radio-show,9,37
am-radio-show,10,45
am-radio-show,11,47
am-radio-show,12,52
am-radio-show,13,40
am-radio-show,14,43
am-radio-show,15,53
am-radio-show,16,47
am-radio-show,17,68
am-radio-show,18,43
am-radio-show,19,58
am-radio-show,20,76
am-radio-show,21,124
am-radio-show,22,95
am-radio-show,23,75
antenalibre,0,322
antenalibre,1,208
antenalibre,2,130
antenalibre,3,83
antenalibre,4,33
antenalibre,5,81
antenalibre,6,134
antenalibre,7,194
antenalibre,8,245
antenalibre,9,262
antenalibre,10,336
antenalibre,11,607
antenalibre,12,503
antenalibre,13,441
antenalibre,14,412
antenalibre,15,495
antenalibre,16,446
antenalibre,17,426
antenalibre,18,374
antenalibre,19,443
antenalibre,20,378
antenalibre,21,431
antenalibre,22,409
antenalibre,23,386
argentina,0,268
argentina,1,175
argentina,2,101
argentina,3,51
argentina,4,48
argentina,5,57
argentina,6,103
argentina,7,217
argentina,8,375
argentina,9,468
argentina,10,435
argentina,11,449
argentina,12,447
argentina,13,465
argentina,14,498
argentina,15,428
argentina,16,509
argentina,17,457
argentina,18,365
argentina,19,369
argentina,20,393
argentina,21,392
argentina,22,333
argentina,23,309
arroba,0,273
arroba,1,156
arroba,2,122
arroba,3,98
arroba,4,61
arroba,5,63
arroba,6,72
arroba,7,138
arroba,8,187
arroba,9,486
arroba,10,468
arroba,11,256
arroba,12,218
arroba,13,271
arroba,14,201
arroba,15,177
arroba,16,152
arroba,17,148
arroba,18,149
arroba,19,228
arroba,20,318
arroba,21,220
arroba,22,253
arroba,23,282
asamblea,0,236
asamblea,1,150
asamblea,2,91
asamblea,3,71
asamblea,4,65
asamblea,5,55
asamblea,6,118
asamblea,7,191
asamblea,8,279
asamblea,9,381
asamblea,10,428
asamblea,11,412
asamblea,12,423
asamblea,13,379
asamblea,14,422
asamblea,15,368
asamblea,16,393
asamblea,17,362
asamblea,18,340
asamblea,19,361
asamblea,20,382
asamblea,21,314
asamblea,22,385
asamblea,23,315
aspen,0,19
aspen,1,19
aspen,2,9
aspen,3,11
aspen,4,14
aspen,5,3
aspen,6,2
aspen,7,7
aspen,8,16
aspen,9,33
aspen,10,28
aspen,11,29
aspen,12,38
aspen,13,22
aspen,14,31
aspen,15,23
aspen,16,28
aspen,17,29
aspen,18,20
aspen,19,16
aspen,20,10
aspen,21,17
aspen,22,10
aspen,23,24
atilra,0,75
atilra,1,52
atilra,2,36
atilra,3,14
atilra,4,21
atilra,5,21
atilra,6,27
atilra,7,45
atilra,8,45
atilra,9,65
atilra,10,70
atilra,11,100
atilra,12,241
atilra,13,225
atilra,14,177
atilra,15,140
atilra,16,183
atilra,17,139
atilra,18,139
atilra,19,120
atilra,20,125
atilra,21,76
atilra,22,105
atilra,23,86
audiobeat-radio,1,1
audiobeat-radio,6,1
audiobeat-radio,7,1
audiobeat-radio,10,5
audiobeat-radio,11,2
audiobeat-radio,12,2
audiobeat-radio,13,1
audiobeat-radio,14,5
audiobeat-radio,15,1
audiobeat-radio,16,8
audiobeat-radio,17,5
audiobeat-radio,18,2
audiobeat-radio,19,4
audiobeat-radio,20,4
audiobeat-radio,21,1
audiobeat-radio,22,2
audiobeat-radio,23,2
augusto,0,14
augusto,1,9
augusto,2,12
augusto,3,12
augusto,4,5
augusto,5,7
augusto,6,8
augusto,7,15
augusto,8,34
augusto,9,42
augusto,10,142
augusto,11,27
augusto,12,32
augusto,13,36
augusto,14,44
augusto,15,27
augusto,16,43
augusto,17,34
augusto,18,41
augusto,19,17
augusto,20,34
augusto,21,22
augusto,22,23
augusto,23,19
az,0,15
az,1,7
az,2,4
az,3,1
az,4,1
az,6,1
az,7,2
az,8,10
az,9,11
az,10,8
az,11,14
az,12,25
az,13,24
az,14,17
az,15,22
az,16,15
az,17,20
az,18,21
az,19,25
az,20,13
az,21,17
az,22,15
az,23,13
azul_misiones,0,38
azul_misiones,1,18
azul_misiones,2,14
azul_misiones,3,5
azul_misiones,4,10
azul_misiones,5,11
azul_misiones,6,17
azul_misiones,7,19
azul_misiones,8,29
azul_misiones,9,53
azul_misiones,10,78
azul_misiones,11,72
azul_misiones,12,85
azul_misiones,13,60
azul_misiones,14,58
azul_misiones,15,67
azul_misiones,16,77
azul_misiones,17,48
azul_misiones,18,75
azul_misiones,19,48
azul_misiones,20,51
azul_misiones,21,48
azul_misiones,22,61
azul_misiones,23,45
azuluy,0,1650
azuluy,1,998
azuluy,2,620
azuluy,3,399
azuluy,4,328
azuluy,5,387
azuluy,6,644
azuluy,7,1275
azuluy,8,2021
azuluy,9,2515
azuluy,10,2354
azuluy,11,1953
azuluy,12,1745
azuluy,13,1501
azuluy,14,1444
azuluy,15,1675
azuluy,16,2134
azuluy,17,2560
azuluy,18,3314
azuluy,19,3063
azuluy,20,2680
azuluy,21,2467
azuluy,22,2338
azuluy,23,2120
belgrano650,0,169
belgrano650,1,96
belgrano650,2,72
belgrano650,3,57
belgrano650,4,30
belgrano650,5,45
belgrano650,6,49
belgrano650,7,90
belgrano650,8,114
belgrano650,9,131
belgrano650,10,207
belgrano650,11,233
belgrano650,12,232
belgrano650,13,217
belgrano650,14,285
belgrano650,15,404
belgrano650,16,345
belgrano650,17,282
belgrano650,18,252
belgrano650,19,279
belgrano650,20,241
belgrano650,21,214
belgrano650,22,225
belgrano650,23,191
belgrano840,0,43
belgrano840,1,56
belgrano840,2,10
belgrano840,3,4
belgrano840,4,2
belgrano840,5,9
belgrano840,6,7
belgrano840,7,7
belgrano840,8,7
belgrano840,9,13
belgrano840,10,18
belgrano840,11,21
belgrano840,12,14
belgrano840,13,20
belgrano840,14,15
belgrano840,15,34
belgrano840,16,12
belgrano840,17,55
belgrano840,18,25
belgrano840,19,22
belgrano840,20,18
belgrano840,21,16
belgrano840,22,18
belgrano840,23,14
bitbox-fm,0,52
bitbox-fm,1,37
bitbox-fm,2,20
bitbox-fm,3,24
bitbox-fm,4,10
bitbox-fm,5,9
bitbox-fm,6,9
bitbox-fm,7,29
bitbox-fm,8,32
bitbox-fm,9,46
bitbox-fm,10,69
bitbox-fm,11,62
bitbox-fm,12,64
bitbox-fm,13,68
bitbox-fm,14,82
bitbox-fm,15,94
bitbox-fm,16,91
bitbox-fm,17,55
bitbox-fm,18,83
bitbox-fm,19,81
bitbox-fm,20,80
bitbox-fm,21,69
bitbox-fm,22,73
bitbox-fm,23,66
blue,0,8274
blue,1,5453
blue,2,3349
blue,3,2122
blue,4,1730
blue,5,1707
blue,6,2170
blue,7,3713
blue,8,7062
blue,9,8195
blue,10,8500
blue,11,8856
blue,12,9291
blue,13,9940
blue,14,11103
blue,15,11485
blue,16,11578
blue,17,9768
blue,18,9255
blue,19,9523
blue,20,9076
blue,21,10156
blue,22,9603
blue,23,9978
boedo,0,15
boedo,1,23
boedo,2,21
boedo,3,9
boedo,4,7
boedo,5,5
boedo,6,10
boedo,7,7
boedo,8,8
boedo,9,20
boedo,10,30
boedo,11,41
boedo,12,43
boedo,13,50
boedo,14,58
boedo,15,62
boedo,16,54
boedo,17,49
boedo,18,59
boedo,19,63
boedo,20,74
boedo,21,53
boedo,22,51
boedo,23,34
cadena100,0,1
cadena100,4,2
cadena100,7,2
cadena100,11,1
cadena100,15,1
cadena100,16,4
cadena100,18,1
cadena100,22,1
cadenaDial,0,1
cadenaDial,1,1
cadenaDial,3,2
cadenaDial,4,3
cadenaDial,5,6
cadenaDial,6,3
cadenaDial,8,1
cadenaDial,9,2
cadenaDial,10,1
cadenaDial,11,2
cadenaDial,12,5
cadenaDial,13,2
cadenaDial,14,11
cadenaDial,15,5
cadenaDial,16,8
cadenaDial,17,2
cadenaDial,18,22
cadenaDial,19,11
cadenaDial,20,2
cadenaDial,21,5
cadenaDial,22,1
cadenaDial,23,6
cadena-ser,0,3
cadena-ser,2,2
cadena-ser,3,1
cadena-ser,4,3
cadena-ser,5,4
cadena-ser,6,7
cadena-ser,7,10
cadena-ser,8,3
cadena-ser,9,6
cadena-ser,10,2
cadena-ser,11,2
cadena-ser,12,3
cadena-ser,13,2
cadena-ser,14,12
cadena-ser,15,2
cadena-ser,16,6
cadena-ser,17,8
cadena-ser,18,4
cadena-ser,19,5
cadena-ser,20,2
cadena-ser,22,3
cadena-ser,23,3
cadena-uno,0,9
cadena-uno,1,17
cadena-uno,2,2
cadena-uno,3,5
cadena-uno,4,3
cadena-uno,5,4
cadena-uno,6,7
cadena-uno,7,2
cadena-uno,8,14
cadena-uno,9,11
cadena-uno,10,13
cadena-uno,11,17
cadena-uno,12,28
cadena-uno,13,33
cadena-uno,14,32
cadena-uno,15,22
cadena-uno,16,41
cadena-uno,17,69
cadena-uno,18,52
cadena-uno,19,29
cadena-uno,20,24
cadena-uno,21,25
cadena-uno,22,23
cadena-uno,23,24
candela-pura,0,8
candela-pura,1,6
candela-pura,2,1
candela-pura,3,3
candela-pura,4,3
candela-pura,5,2
candela-pura,6,3
candela-pura,7,6
candela-pura,8,8
candela-pura,9,7
candela-pura,10,21
candela-pura,11,25
candela-pura,12,20
candela-pura,13,14
candela-pura,14,20
candela-pura,15,8
candela-pura,16,16
candela-pura,17,18
candela-pura,18,10
candela-pura,19,8
candela-pura,20,14
candela-pura,21,9
candela-pura,22,5
candela-pura,23,12
capital_salta,0,52
capital_salta,1,24
capital_salta,2,5
capital_salta,3,12
capital_salta,4,11
capital_salta,5,7
capital_salta,6,4
capital_salta,7,16
capital_salta,8,31
capital_salta,9,27
capital_salta,10,37
capital_salta,11,31
capital_salta,12,21
capital_salta,13,40
capital_salta,14,22
capital_salta,15,116
capital_salta,16,147
capital_salta,17,114
capital_salta,18,81
capital_salta,19,46
capital_salta,20,41
capital_salta,21,44
capital_salta,22,52
capital_salta,23,47
caput,0,7118
caput,1,4756
caput,2,2796
caput,3,1915
caput,4,1561
caput,5,1515
caput,6,2212
caput,7,4558
caput,8,9354
caput,9,9935
caput,10,9760
caput,11,9666
caput,12,9462
caput,13,9856
caput,14,10660
caput,15,10924
caput,16,10897
caput,17,10175
caput,18,10213
caput,19,10204
caput,20,9709
caput,21,8302
caput,22,8652
caput,23,8877
carreteraallen,0,215
carreteraallen,1,146
carreteraallen,2,98
carreteraallen,3,70
carreteraallen,4,32
carreteraallen,5,36
carreteraallen,6,51
carreteraallen,7,83
carreteraallen,8,116
carreteraallen,9,137
carreteraallen,10,145
carreteraallen,11,157
carreteraallen,12,129
carreteraallen,13,186
carreteraallen,14,124
carreteraallen,15,155
carreteraallen,16,187
carreteraallen,17,142
carreteraallen,18,173
carreteraallen,19,170
carreteraallen,20,163
carreteraallen,21,141
carreteraallen,22,254
carreteraallen,23,294
carveuy,0,6
carveuy,1,2
carveuy,3,1
carveuy,7,1
carveuy,8,4
carveuy,9,3
carveuy,10,11
carveuy,11,24
carveuy,12,5
carveuy,13,14
carveuy,14,10
carveuy,15,11
carveuy,16,12
carveuy,17,9
carveuy,18,1
carveuy,19,4
carveuy,20,3
carveuy,21,15
carveuy,22,9
carveuy,23,6
casilda,0,1659
casilda,1,992
casilda,2,605
casilda,3,381
casilda,4,236
casilda,5,245
casilda,6,355
casilda,7,687
casilda,8,1065
casilda,9,1539
casilda,10,2034
casilda,11,2261
casilda,12,2273
casilda,13,2291
casilda,14,2889
casilda,15,3131
casilda,16,3411
casilda,17,3079
casilda,18,3017
casilda,19,2646
casilda,20,2494
casilda,21,2366
casilda,22,2269
casilda,23,2177
caterva,0,30
caterva,1,24
caterva,2,14
caterva,3,3
caterva,4,2
caterva,5,4
caterva,6,6
caterva,7,13
caterva,8,17
caterva,9,34
caterva,10,34
caterva,11,59
caterva,12,42
caterva,13,32
caterva,14,46
caterva,15,47
caterva,16,60
caterva,17,37
caterva,18,34
caterva,19,34
caterva,20,41
caterva,21,46
caterva,22,55
caterva,23,44
cielo,0,453
cielo,1,274
cielo,2,186
cielo,3,116
cielo,4,93
cielo,5,92
cielo,6,137
cielo,7,179
cielo,8,254
cielo,9,330
cielo,10,391
cielo,11,378
cielo,12,376
cielo,13,469
cielo,14,486
cielo,15,545
cielo,16,636
cielo,17,535
cielo,18,555
cielo,19,993
cielo,20,889
cielo,21,600
cielo,22,645
cielo,23,538
citrica,0,394
citrica,1,273
citrica,2,147
citrica,3,99
citrica,4,89
citrica,5,66
citrica,6,106
citrica,7,178
citrica,8,298
citrica,9,373
citrica,10,466
citrica,11,546
citrica,12,572
citrica,13,675
citrica,14,780
citrica,15,743
citrica,16,685
citrica,17,631
citrica,18,701
citrica,19,830
citrica,20,587
citrica,21,627
citrica,22,639
citrica,23,501
city,0,51332
city,1,32741
city,2,19236
city,3,12887
city,4,10993
city,5,11046
city,6,15945
city,7,25168
city,8,39988
city,9,53403
city,10,64112
city,11,68509
city,12,74602
city,13,79924
city,14,88172
city,15,90070
city,16,89851
city,17,82333
city,18,78789
city,19,85280
city,20,87297
city,21,78760
city,22,74362
city,23,67948
ciudad,0,5464
ciudad,1,3603
ciudad,2,2141
ciudad,3,1361
ciudad,4,897
ciudad,5,800
ciudad,6,1186
ciudad,7,2139
ciudad,8,3551
ciudad,9,4415
ciudad,10,4907
ciudad,11,5402
ciudad,12,5651
ciudad,13,6072
ciudad,14,6705
ciudad,15,6731
ciudad,16,7198
ciudad,17,6965
ciudad,18,6588
ciudad,19,6737
ciudad,20,7264
ciudad,21,6254
ciudad,22,5535
ciudad,23,6327
ciudadana,0,393
ciudadana,1,274
ciudadana,2,142
ciudadana,3,74
ciudadana,4,52
ciudadana,5,48
ciudadana,6,56
ciudadana,7,109
ciudadana,8,212
ciudadana,9,230
ciudadana,10,259
ciudadana,11,281
ciudadana,12,359
ciudadana,13,589
ciudadana,14,1815
ciudadana,15,1185
ciudadana,16,1022
ciudadana,17,776
ciudadana,18,671
ciudadana,19,582
ciudadana,20,557
ciudadana,21,516
ciudadana,22,434
ciudadana,23,488
ciudad-reconquista,0,1
ciudad-reconquista,1,1
ciudad-reconquista,2,1
ciudad-reconquista,9,3
ciudad-reconquista,11,4
ciudad-reconquista,12,1
ciudad-reconquista,14,1
ciudad-reconquista,15,1
ciudad-reconquista,16,6
ciudad-reconquista,17,3
ciudad-reconquista,18,1
ciudad-reconquista,19,3
ciudad-reconquista,20,2
ciudad-reconquista,23,1
classique,0,214
classique,1,129
classique,2,82
classique,3,58
classique,4,49
classique,5,70
classique,6,147
classique,7,252
classique,8,446
classique,9,569
classique,10,452
classique,11,425
classique,12,488
classique,13,481
classique,14,582
classique,15,496
classique,16,583
classique,17,521
classique,18,444
classique,19,333
classique,20,310
classique,21,240
classique,22,275
classique,23,246
colmena,0,10
colmena,1,12
colmena,2,3
colmena,3,4
colmena,4,3
colmena,5,3
colmena,6,4
colmena,7,3
colmena,8,3
colmena,9,9
colmena,10,14
colmena,11,14
colmena,12,16
colmena,13,13
colmena,14,10
colmena,15,12
colmena,16,15
colmena,17,13
colmena,18,14
colmena,19,14
colmena,20,44
colmena,21,27
colmena,22,12
colmena,23,15
colonia,0,136
colonia,1,84
colonia,2,55
colonia,3,47
colonia,4,31
colonia,5,39
colonia,6,49
colonia,7,82
colonia,8,135
colonia,9,244
colonia,10,307
colonia,11,271
colonia,12,242
colonia,13,275
colonia,14,325
colonia,15,325
colonia,16,310
colonia,17,205
colonia,18,342
colonia,19,250
colonia,20,181
colonia,21,220
colonia,22,173
colonia,23,187
con-aguante,0,593
con-aguante,1,440
con-aguante,2,259
con-aguante,3,174
con-aguante,4,97
con-aguante,5,90
con-aguante,6,160
con-aguante,7,279
con-aguante,8,430
con-aguante,9,561
con-aguante,10,565
con-aguante,11,583
con-aguante,12,669
con-aguante,13,683
con-aguante,14,746
con-aguante,15,714
con-aguante,16,841
con-aguante,17,764
con-aguante,18,696
con-aguante,19,798
con-aguante,20,903
con-aguante,21,773
con-aguante,22,725
con-aguante,23,706
concepto,0,2828
concepto,1,1811
concepto,2,1116
concepto,3,758
concepto,4,599
concepto,5,571
concepto,6,834
concepto,7,1429
concepto,8,2330
concepto,9,3244
concepto,10,3648
concepto,11,4885
concepto,12,6050
concepto,13,5636
concepto,14,5545
concepto,15,5641
concepto,16,5621
concepto,17,4501
concepto,18,4700
concepto,19,4897
concepto,20,4816
concepto,21,3919
concepto,22,3686
concepto,23,3430
conexion-abierta,0,1028
conexion-abierta,1,705
conexion-abierta,2,413
conexion-abierta,3,294
conexion-abierta,4,219
conexion-abierta,5,167
conexion-abierta,6,275
conexion-abierta,7,427
conexion-abierta,8,679
conexion-abierta,9,916
conexion-abierta,10,986
conexion-abierta,11,1028
conexion-abierta,12,1065
conexion-abierta,13,1030
conexion-abierta,14,1143
conexion-abierta,15,1212
conexion-abierta,16,1150
conexion-abierta,17,1254
conexion-abierta,18,1227
conexion-abierta,19,1482
conexion-abierta,20,1978
conexion-abierta,21,1551
conexion-abierta,22,1400
conexion-abierta,23,1315
continental,0,4725
continental,1,2841
continental,2,1633
continental,3,1021
continental,4,833
continental,5,825
continental,6,1279
continental,7,2448
continental,8,4264
continental,9,6204
continental,10,8220
continental,11,9566
continental,12,8774
continental,13,9315
continental,14,8898
continental,15,8113
continental,16,8963
continental,17,8430
continental,18,7636
continental,19,7002
continental,20,6835
continental,21,6535
continental,22,6967
continental,23,6028
continental_cba,0,201
continental_cba,1,117
continental_cba,2,61
continental_cba,3,37
continental_cba,4,29
continental_cba,5,27
continental_cba,6,38
continental_cba,7,56
continental_cba,8,84
continental_cba,9,126
continental_cba,10,150
continental_cba,11,193
continental_cba,12,166
continental_cba,13,206
continental_cba,14,240
continental_cba,15,456
continental_cba,16,278
continental_cba,17,232
continental_cba,18,205
continental_cba,19,155
continental_cba,20,279
continental_cba,21,241
continental_cba,22,227
continental_cba,23,251
cooperativa,0,5164
cooperativa,1,3321
cooperativa,2,1988
cooperativa,3,1370
cooperativa,4,1077
cooperativa,5,1095
cooperativa,6,1622
cooperativa,7,2515
cooperativa,8,3723
cooperativa,9,4755
cooperativa,10,5653
cooperativa,11,6157
cooperativa,12,7565
cooperativa,13,8453
cooperativa,14,8947
cooperativa,15,8298
cooperativa,16,8720
cooperativa,17,8886
cooperativa,18,7944
cooperativa,19,7882
cooperativa,20,7535
cooperativa,21,6780
cooperativa,22,6671
cooperativa,23,6813
cooperativa-chile,0,1
cooperativa-chile,1,2
cooperativa-chile,2,1
cooperativa-chile,3,1
cooperativa-chile,4,1
cooperativa-chile,7,1
cooperativa-chile,8,6
cooperativa-chile,9,8
cooperativa-chile,10,6
cooperativa-chile,11,4
cooperativa-chile,12,4
cooperativa-chile,13,4
cooperativa-chile,15,3
cooperativa-chile,16,2
cooperativa-chile,17,3
cooperativa-chile,18,2
cooperativa-chile,21,5
cooperativa-chile,22,5
cope,0,1
cope,3,2
cope,4,1
cope,7,1
cope,10,1
cope,11,1
cope,14,2
cope,20,1
cope,23,1
cristal-classic,0,10
cristal-classic,1,5
cristal-classic,2,2
cristal-classic,4,1
cristal-classic,6,2
cristal-classic,7,5
cristal-classic,8,7
cristal-classic,9,6
cristal-classic,10,20
cristal-classic,11,20
cristal-classic,12,9
cristal-classic,13,6
cristal-classic,14,7
cristal-classic,15,5
cristal-classic,16,13
cristal-classic,17,18
cristal-classic,18,9
cristal-classic,19,3
cristal-classic,20,9
cristal-classic,21,13
cristal-classic,22,6
cristal-classic,23,14
cristal_ros,0,263
cristal_ros,1,137
cristal_ros,2,107
cristal_ros,3,52
cristal_ros,4,54
cristal_ros,5,49
cristal_ros,6,69
cristal_ros,7,139
cristal_ros,8,271
cristal_ros,9,673
cristal_ros,10,782
cristal_ros,11,550
cristal_ros,12,486
cristal_ros,13,470
cristal_ros,14,486
cristal_ros,15,456
cristal_ros,16,397
cristal_ros,17,322
cristal_ros,18,337
cristal_ros,19,312
cristal_ros,20,347
cristal_ros,21,306
cristal_ros,22,349
cristal_ros,23,342
cultura,0,2855
cultura,1,1958
cultura,2,1215
cultura,3,824
cultura,4,658
cultura,5,706
cultura,6,987
cultura,7,1647
cultura,8,2954
cultura,9,4849
cultura,10,5899
cultura,11,7046
cultura,12,7385
cultura,13,6644
cultura,14,6620
cultura,15,6377
cultura,16,6431
cultura,17,5878
cultura,18,5693
cultura,19,5507
cultura,20,5173
cultura,21,4523
cultura,22,4677
cultura,23,3842
delaazotea,0,65
delaazotea,1,56
delaazotea,2,27
delaazotea,3,21
delaazotea,4,23
delaazotea,5,17
delaazotea,6,25
delaazotea,7,29
delaazotea,8,55
delaazotea,9,94
delaazotea,10,69
delaazotea,11,93
delaazotea,12,92
delaazotea,13,67
delaazotea,14,131
delaazotea,15,111
delaazotea,16,98
delaazotea,17,120
delaazotea,18,98
delaazotea,19,108
delaazotea,20,105
delaazotea,21,120
delaazotea,22,95
delaazotea,23,110
de-la-calle,0,97
de-la-calle,1,55
de-la-calle,2,37
de-la-calle,3,21
de-la-calle,4,13
de-la-calle,5,16
de-la-calle,6,22
de-la-calle,7,30
de-la-calle,8,64
de-la-calle,9,79
de-la-calle,10,111
de-la-calle,11,104
de-la-calle,12,97
de-la-calle,13,89
de-la-calle,14,92
