title,plays
J.P.Varsky realiza un interesante analisis de los casos de femicidio,1
Móvil de LA BRÚJULA 24 FM 93.1,1
,1
📻 @libermanOnLine @DiazUdocba Secretario Gral de @udocbacentral ,1
,1
"Samantha Rojas, quien denuncia a Alejo Chornobroff (Sec de Juventud de Avell), en En La Mira Radio",1
360 RSE - PROGRAMA COMPLETO - 29/04/17,1
#EntrevistasLU14 I Fernando Roperto de la editorial Acercandonos.,1
Entrevista a Guillermo Moreno - Ex Secretario de Comercio - en Codigo de Barras,1
"El editorial de @bernardallorent: ""No se puede citar a medias a Perón""",1
"Entrevista a Héctor Dáer, triunviro de la CGT. ",1
"Luis Quevedo: ""A los medios no les interesa la verdad, les interesa reforzar un relato político""",1
"Entrevista a @facu_pedrini: ""Los medios muchas veces no entienden su vocación de servicio""",1
"Victoria Naffa, abogada de trabajadores de limpieza de la FaDeCS",1
Director Gral. de Políticas de Juventud de la Ciudad en Cosas que Pasan,1
Jorge Drexler y la milonga,1
Lucila Dure - Volver a las Fuentes - Radio del Plata,1
,1
Feliz cumpleaños peronista,1
"Ernesto Ojeda: ""El Momo no representa a los trabajadores agrarios"".",1
"Entrevista-Licenciada María Zysman (Psicopedagoga, directora de la ONG ""Libres de Bullying"")",1
,1
,1
Mario Carranza Horteloup - La Tarde de Del Plata - Radio del Plata,1
Bullying - La Inmensa minoria - Pedro y Mara,1
"2017-04-28 PELOTA AL MEDIO - Sergio ""Negro"" Altieri - Música y deporte",1
2017-04-28 - PELOTA AL MEDIO - Pedro Solerno - Columna atletismo,1
Momento Explosivo en Momento Limbo,1
La crisis docente: María Lázzaro secretaria adjunta de SADOP en @Rivadavia630 con el @riflevarela,1
ATE Trabajo denuncia persecución sindical y represalia del ministro Jorge Triaca por 30 despidos,1
"“Cachapas venezolanas”, la recomendación de Emilio Bertolini en @nodigastalvezok",1
gente sexy 2/5/2017 segunda parte,1
POTOCAR: CONVOCAN MARCHA PARA PEDIR SU LIBERTAD,1
"José Linares, por despidos en el Ministerio de Trabajo",1
Intro - Educación de los hijos - Parte 2,1
Larrea elogia a Zárate ,1
"Martín Lousteau ""Macri no quedó enojado. Hablé con él la semana pasada""",1
Demasiado Humano 01/05,1
Entrevista a Andrés Kerese,1
Mariana Dimópulos sobre traducción,1
MENTIME Programa Completo 16 Ficciones Radiales ¨Campo o Ciudad?¨,1
,1
Salto a la fama,1
La FAPCDMS definió sus autoridades para los próximos cuatro años,1
Claudia de la calle,1
Karen en la radio por evanescense,1
,1
baia baia,1
,1
,1
El Tornillo de Arquímedes 02-05-17 por @larzradio,1
Carlos Raimundi,1
"RETAZOS, SONIDOS DE UN MUNDO HECHO PEDAZOS. Capítulo 13. Escribe y conduce: Pedro Patzer",1
,1
Hablmos con Diego Golombek sobre su libro Neurociencias para Presidentes @DiegoGolombek,1
,1
"Valentina Godfrid - ""Cómo salir del closet""",1
,1
"Darío Grassi, asociación propietarios de taxis Neuquén",1
"Iván Carrino: ""Argentina es un país pobre gracias al populismo""",1
Nicolas Pauls y Veronica Pelaccini hablan de O11CE ,1
,1
"Robo y destrozos en Radio Kermes La Pampa, conversamos con Mauro Monteiro, integrante de ese medio",1
Entrevista Roxana Di Bello Graciela Weisinger 3ra parte,1
"@dmvasco: ""Si vé grieta, las inversiones no vienen. Tenemos un dólar de la bicicleta financiera""",1
linda seccion de perros,1
,1
"Sergio Dumrauf: ""No hubo políticas publicas para el sector, esto es un corolario""",1
Valeria Schapira en Uno en el Amor,1
03/05/17 parte 1,1
Entrevista a Julian Barrett - Guitarrista - en Criterio Zero,1
El Submarino de la Revolucion de Mayo,1
Entrevista a Darío Volonté - Tenor lírico - en Valorando lo Nuestro,1
Laura Marrone sobre beneficio del 2x1 a genocidas y jornadas contra violencia de género en CABA,1
Carlotto: es abominable el fallo del 2x1 Este Gobierno nos quiere borrar de la historia,1
"Silvia Almazán: ""SUTEBA ya decidió el paro""",1
,1
"Pignanelli por proyecto Massa/Stolbizer: ""La idea es estabilizar precios al menos hasta marzo 2018""",1
"Miguel Angel Díaz:""El gobierno de la provincia no supo dar respuesta antes ni después del conflicto""",1
Roberto Romttom nos trae su nuevo invento: La aspiradora que quita la mala onda,1
,1
#NoticiasMegafón @ENACOMArgentina decomisa medios plurales FM Milenium @ucayahq @CoalicionCCD,1
Mariel Espera-Diego Gentile,1
El programa PUNTOS DE VISTA del miércoles 3 de mayo de 2017,1
#NoticiasMegafon #putyseñal una #app realizada por @BereniceAsoc @GeorOrellano,1
Los Piringundines en Codigos de Madrugada,1
El consultorio de LevantArt - Martin Rieznik en Los 40 - 01/05/2017 ,1
"Jorge Gimenez y Ricardo Flores, veteranos de Malvinas, por campaña solidaria por Comodoro Rivadavia",1
Los mejores Tests para Seducir Seducir  - Curso Práctico de Seducción - Martin Rieznik,1
" Max Delupi entrevista al dirigente del Partido Obrero, Jorge Altamira. 1ra parte",1
Acuerdo comercial entre Argetnina y China,1
"“El ataque a Cartasegna fue un mensaje a la Justicia y a la sociedad”, analizó el doctor Saldaño",1
EL FOGÓN,1
posible conflicto para los afiliados del pami,1
Entrevista a Juan Carlos Lorenzo en Otras Preguntas,1
Guillo Tina ganando la entrada para el Máximus Fest ,1
,1
,1
Ley de Educación Emocional ,1
Tartaglione PAMI,1
Editorial de Jonatan Viale,1
Javier del Campo #CostaRica #DesarrolloSostenible #Sustentabilidad,1
Entrevista a Pablo Cattoni por alianza Dow-Eidico,1
La Chalet entrevisto a Luis Ángel D’Elía,1
,1
Entrevista a Carlos Pereira Secretario General de la Municipalidad de Santa Fe,1
Cynthia Giolito - Radio Cultura 3/5 parte 2,1
Facundo Arana en La Once Diez,1
,1
Separador en vivo homenaje al rock nacional,1
Adrián Camps Frecuenzia Zero Policia CABA,1
Abuela Olga,1
"Entrevista a Iván Ferrando, director de marketing y comunicación externa de La Caja",1
"Alagia #UnidadFiscalDDHH: ""La Corte aplicó un indulto encubierto... es para el Juicio Político"".",1
Las abuelas ,1
Estela de Carlotto en Viale 910,1
#TJRadio | Ezequiel Maggiolo,1
,1
,1
el mas grande de todos los entrenadores,1
"Judith Rabinovich: Las mujeres no somos una minoría, nuestros problemas son masivos.",1
#BlackAndToc 03/05/2017 - Ingrid Beck @soyingridbeck - #Bullying #Escolar -,1
,1
Volvieron los Astros a Click de Radio,1
#BlackAndToc 03/05/2017 - Juli Schulkin @chulkinet - Hoy #PornoAbuelos -,1
Narcorea 26-12,1
"#EditorialApertura #TorresCaimi en ""La Casa Invita"" por AM750. Esta",1
"IngenieroWhite.com, programa del 3 de Mayo de 2017",1
,1
"#ApoCortito por Alejandro Apo en ""La Casa Invita"" por AM750 ",1
"#NotadeVida en ""La Casa Invita"" por AM750. Esta noche: Victoria Montenegro",1
"Dip.Victoria Donda:""Con este fallo se retrocede en la jurisprudencia que argentina había alcanzado""",1
ENTREVISTA EXCLUSIVA CON MATÍAS ORSOLINI,1
"Volver a las 17-Editorial de Leo Cofré:""La cara de la desgracia""-Fallo de la Corte ""2X1"" a genocidas",1
,1
Leandro Robin en la bicicleta,1
BONANATA no tiene nada que ver con el Movimiento Liverpool Somos Todos,1
Roberto Baradel   “Que vayan a fondo con el tema del ausentismo. Tienen que controlarlo”,1
Facultad Regional Resistencia,1
,1
"Lucy en el cielo con Capusottos. Un programa con relatos, historias y música. Miercoles 3 de Mayo",1
,1
"Dr. Carlos Rozanski, el 2x1: ""Va en sintonía con la política económica, es un mensaje represivo""",1
"Conferencia de prensa de los Organismos de DDHH, tras el lamentable fallo del 2x1 de la Corte",1
"""El empalme no soluciona el problema del trabajador que crea su propio trabajo""",1
Germán Garavano sobre el 2x1,1
#ElToqueGuthmann:¿Por que se abandona la dieta?,1
Gustavo Maldonado en diálogo con LA BRÚJULA 24 FM 93.1,1
"Nutrición Infantil, Pablo Sigal entrevistó a María Elisa Zapata",1
"""Por ahora estamos sacando el barro, no estamos resolviendo los problemas de la gente""",1
#PreteritoPotencial el Diario de Magallanes @araberamil 2X1 + #ElConsejo,1
Nora Cortiñas / Sobre el fallo de la #Corte Pro #Genocidas @ClavellinoM,1
"Adriana Puiggross ""mandar al chico a la escuela privada es como comprarse un auto nuevo""",1
José Luis Espert en Pablo y a la bolsa 04-05-2017,1
Cesar Andino vocalista de Cabezones en Ruidos Nocturnos,1
"@UrtubeyJM: ""A @RandazzoF le diría que baje un poco los decibeles, @mauriciomacri no es un enemigo""",1
Remo Carlotto sobre fallo 2x1 de Corte Suprema,1
Móvil de LA BRÚJULA 24 FM 93.1,1
"Luis, Vecino de Barracas",1
"Un buen fin de semana - Recomendación de Teatro ""INDIA""",1
,1
#NEP - Hablamos con @SergioNazzi - Secretario de la Asociación Centro Comercial Ayacucho,1
Marcelo Torres en diálogo con LA BRÚJULA 24 FM 93.1,1
Chomski y Feller Existir sin vos en Disco pi con Víctor Pintos Parte 1,1
"""Es lamentable que condenados por crímenes de lesa humanidad gocen de este beneficio"" @bazzemiguel",1
"""Drogas psicodélicas, conectomas y salud mental""",1
📻 @libermanOnLine @rossiucr Legislador de la Ciudad Autónoma de Buenos Aires por la UCR Capital:,1
#NoticiasMegafón @marianagfrega @FOLprensa - #Acampe en el Consejo Nacional de la #Mujer #CNM,1
Narcorea 19-12,1
#EntrevistaLU14 Matias Brigando -Subcomision Hispano Americano # La Liga,1
"Macri, hablando de Sancor, Venezuela, la pesada herencia y atilra",1
,1
Narcorea 13-12,1
Narcorea 12-12,1
Narcorea 05-12,1
,1
"Alfredo Grelak ""Para cualquier jugador la Selección Argentina tiene que ser una prioridad""",1
"Horacio Pietragalla: ""La impunidad es dolor. Es que todos los límites se pueden cruzar"".",1
La planchetta en basta de todo,1
MARGARITA Y MASSITA ,1
"LO QUE EL DIA NOS DEJO. La plata prometida no llega a SANCOR, CFK declarando, el 2x1, aumentos",1
"Gustavo López: ""El 2x1 para genocidas es aberrante y va contra una de las bases de la democracia"".",1
Entrevista a @rossiucr - Legislador de la Ciudad Autónoma de Bs As por @UCRCapital - en El Arranque,1
Vianda Express - 04/05/17 - Coteva,1
Entrevista a @maxitrusso - Músico - en El Espectaculo y Yo,1
"Reynaldo Sietecase recomienda ""Anda en el aire"", el nuevo disco de Franco Luciani",1
Entrevista a @juancabandie - Diputado Nacional Frente Para la Victoria - en El Arranque,1
Entrevista a @ceciliapando - Activista - en El Arranque,1
"Claudia Reyes, trabajadora de limpieza de la FaDeCS",1
"Federico Di Benedetto: ""Los beneficiados con el horario nocturno del subte serían muchísimos""",1
"Graciela Luján: ""Con el PAMI, los farmacéuticos tenemos un reclamo histórico""",1
"Claudio Orosz, abogado de HIJOS, fallo y la aplicación de 2x1. Editorial Max Delupi",1
Mamá del CET N° 1 reclama por el envío de fondos para el desarrollo de talleres,1
metro y medio,1
"Margot, se tecaen los petalos",1
4-5-17 ATA RADIO CON VOS,1
@juniojuancarlos sobre el fallo del 2x1 otorgado por la Corte a un genocida,1
Critica La Cabaña,1
Intro al programa - Todo Sobre SK,1
Festival Musical en defensa de la escuela pública - Gastón Costa en @ElHabitanteFM ,1
4Patas ConSumo Cuidado te contamos lo relevante de la jornada,1
,1
boletin ,1
Exclusivo para Voto Latino   presentación  de SANA  y entrevista a sus integrantes.,1
,1
Sorteo del nuevo disco de Nadia Szachniuk Luna Atrás -Ricardo Saltón Radio Nacional Clásica,1
Intro - Ascenso de Independiente ,1
Situación de las cárceles en la Argentina,1
EDITORIAL DE MAX DELUPI - tras el fallo de la Corte del 2x1,1
"La Sociedad de Fomento San Martín, en Morón Sur, se transformó en un club privado.",1
,1
,1
,1
"Lanchita Bissio: "" Sigo hablando con Marcelo, si hoy me va bien, en gran parte es por él""",1
El fallo de la Corte sobre los represores,1
"""La ballena azul"": consejos para padres ante la amenaza del fenómeno",1
"Graciela Fernández Meijide, sobre el 2x1",1
,1
Charlamos con Jean Pierre Noher en #DetrasDeLoQueVemos,1
Jean Pierre Noher en #DetrasDeLoQueVemos parte II,1
ESPLENDI-2 El magazine más dinámico de la tarde y el apasionante mundo de los #dardos,1
Reportaje a Patricia Kolesnicov en Massaccesi que nunca,1
Aníbal Guevara vocero de Puentes para la Legalidad con Ernesto Tenembaum en YAQPA de Radio con Vos,1
,1
"Miguel Rodríguez Villafañe - ""el fallo del 2x1 en delitos de lesa humanidad es inconstitucional""",1
Rodolfo Lopes en diálogo con LA BRÚJULA 24 FM 93.1,1
Los 40 ,1
Programa N66 04-04-2017,1
TRASCENDENTAL: PROGRAMA COMPLETO 2 x 1 a Represores ,1
Entrevista a Felipe Miguel,1
Entrevista a @SDascalaky - Presidente del Centro de Prevención de Crueldad Animal - La Madriguera,1
Loli Belotti y un Especial de Tarot con Guillermo Acevedo,1
Emiliano Cerezo tiene una cita en la justicia,1
dos por uno. fallo de la corte. Publicidad,1
,1
Gerardo Romano,1
RAPISARDA hablando con Tonon,1
Entrevista al Dr. Roberto Boico sobre fallo #2x1AGenocidas,1
"@Metodos530 - Métodos Poco Claros, Programa del 04/05/17",1
El Profe Romero - Temas Judiciales - La Noche de Del Plata - AM1030,1
HACETE HACER VER/ para un poco vieja,1
Porro con los padres / Martin sensibla / la loca de eme,1
Auspicio Personal,1
Victor Bracamonte/ Fallo que suspende la medida que obligaba al gobierno a la #ParitariaDocente,1
Eduardo Barcesat sobre el 2x1 en Punto de Partida,1
#AhoraSí - Desayunamos con #JorgeBaclini.- Escuchá la entrevista acá,1
Elecciones en Francia ,1
Cresta Roja - Entrevista a Darío Cardozo,1
"Fantino: ""No vamos a permitir que le roben a Gimnasia y Tiro""",1
,1
Bruno Theilig sobre taller de guitarra que dicta en Biblioteca Casado,1
,1
#CodigoFARCO: Feliz 112 años #ClubAtléticoColón! @FrecuenciaZero @farcoargentina @FMChalet,1
Nota de harry,1
Laura Di Marco - Siempre Es Hoy - Radio del Plata,1
Decir No por Radio FM Latina 101.1,1
,1
@GabiKorovsky con @laurarocha,1
Entrevista al Coronel retirado Sr. Alberto Coronel y a Ana Solari. ,1
micro 5/5/2017,1
"📻 @libermanOnLine @ClaudioZucho , Economista ",1
Piso de Soltero - Invitada Verónica Lorca,1
La felicidad,1
"Victoria Naffa, abogada de trabajadores de limpieza de la FaDeCS",1
Sobre la conferencia de Vargas Llosa en Poné Primera,1
3 Empanadas - 05/04/2017,1
,1
,1
Mención Vegetalia en #TodosMienten | 05/05/2017,1
"Editorial: ""La casta polìtica Argentina ha desertado de solucionar los problemas de la mayoría""",1
Dúo Arias Castro en La mañana con Víctor Hugo,1
GUSTAVO LOPEZ - CON ALGUNAS COSAS CLARAS - 05/05/2017 - RADIO REBELDE 740,1
Rodolfo Tailhade - Volver a las Fuentes - Radio del Plata,1
,1
Viernes Esquizofrenico 5/4/17,1
FANTINO Y CLUB BOCA JUNIORS DE BERMEJO - MZA,1
,1
"Wilfredo Romero ""Estamos conmocionados al saber que San Juan tuvo el primer caso de la Ballena Azul""",1
,1
Enganno hermanastra,1
"Nada del Otro Mundo - ""Si no los detenemos ahora no los vamos a poder parar más (editorial 05-05-17)",1
"Nota con Alberto Coronel, abogado de ATILRA sobre conflicto SanCor",1
#Conversatorio Ep 24: Discusión sobre la baja de edad de imputabilidad en menores,1
,1
,1
Atilra convenio,1
La Zurda Mágica-Entrevista a Marta Ramidan de FUNDAS,1
Las definiciones de @CFKArgentina en su discurso en SADOP,1
Fran Taiana nos anticipa su libro sobre Julio Roca,1
,1
,1
"Nota a Augusto Meijide, Responsable de la experiencia del visitante en Fundación Temaikèn.",1
"NOTA RESAKADOS A ""DARLAS""",1
#NotadeVida en #LaCasaInvita por AM750. HOY: Gervasio Muñoz,1
,1
"Apertura Gisela Marziotta en ""La Primera Pagina"" AM 750  Análisis sobre el 2 x 1,Macri y los Medios",1
"Eduardo Jozami en ""La Primera Pagina""2 de los 3 jueces q votaron a favor, los puso el gobierno AM750",1
Victor Fera con Mauro Viale @AlertaO,1
Magdalena Ruiz Guiñazú en #TardeParaNada,1
"Entrevista a "" Coko y La Blue Jab"" (Jueves 4/5/17)",1
2x1 a represores,1
editorial aliberti,1
Eduardo Aliverti - 6-5-2017 - Responsabilidad de la sociedad y pasividad de los representantes.,1
El Puente con Leopoldo Moreau - Sábado 06/05/2017,1
"""Me incomoda que genocidas puedan quedar en libertad"" @PabloTonelli en #DiarioDelFuturo",1
,1
"Chino Navarro ""Randazzo va a ser candidato""",1
"La JUEZA RAQUEL BRICEÑO y su esposo Roberto Manzini (ex Militar), acusados por Robo de bebés.",1
Es el dos por uno aplicable?,1
Sting cantó en Palermo y recibió a las Abuelas a 29 años del recital de Amnesty,1
,1
,1
Hernán Lombardi habla sobre el fallo de la Corte Suprema en #ElLobby,1
Segundo Programa de Nuestra América Bárbara por FM La Patriada 102.1,1
Entrevista y musica en vivo con la visita de Chiquita Machado a nuestros estudios,1
[#ElLobby] Entrevista a Hernán Lombardi,1
Entrevista a Taty Almeida,1
Entrevista a Ariel Gauna: Viajó en bici-carro con su perra Mina hasta Chile.,1
"""Marca de Radio"" - Eduardo Aliverti completo (06/05/2017)",1
Entrevista a Julio Barbaro por Leonardo Grecco,1
Editorial de Leonardo Greco ,1
Vuelve lo peor del pasado,1
[#ElLobby] Entrevista a Luis Zamora,1
JULIO BARBARO - VENI CUANDO QUIERAS - RADIO DEL PLATA,1
"Columna de Daniel Bilotta, Conurbanologo profesional",1
"La hija de Azucena Villaflor, Cecilia de Vincenti: el 2x1, la historia de Azucena, Néstor, la lucha",1
,1
,1
Alejandra Marcote nos cuenta sobre Fuckup Nights Buenos Aires,1
Entrevista Victoria Montenegro - Vivis la UNDAV Edición Sábado 6-5-2017,1
,1
Entrevista a Carlos De Feo (CONADU),1
ENTREVISTA A EDUARDO BARCESAT ,1
La voz de Los Colimbas,1
Leonardo Greco VS. Julio Bárbaro,1
05/05/17 parte 2,1
"SILVIO, VICTOR JARA y el 1 de mayo. La historia de los MÁRTIRES DE CHICAGO",1
El deporte y Ernesto ,1
ALBERTO FERNANDEZ - VENI CUANDO QUIERAS - RADIO DEL PLATA,1
,1
,1
Cristina solo se autoexcluye de la feria e vanidades Maximo Kirchner en Un poco Nomas,1
Reportaje De. TROTA - Garrahan,1
El presidente del Súper TC 2000 brindó detalles sobre las fechas en Santa Fe.,1
Maximo Kirchner - Domingo 7 de Mayo 2017,1
Cristina solo se autoexcluye de la feria de vanidades Maximo Kirchner en Un poco Nomas,1
"""Volvieron a matar a nuestros hijos"" Hebe de Bonafini Un Poco Nomas con Eduardo Valdes",1
Sin Saco y Sin Corbata (completo),1
Entrevista a Mercedes Marcó del Pont,1
"""La cosa"" por Eduardo Aliverti - Marca de radio",1
,1
Entrevista con Hugo Alconada Mon en el programa Voces y memorias,1
Los zumbidos en los oídos - Tinnitus / Acúfenos en #ChequeoGeneral,1
Nadia Szachniuk presenta Luna Atrás junto a Maxi Diomendi en Patologías Culturales por FM La Tribu,1
Entrevista al Padre Mariano Oberlin,1
"Promoción Pre Fiesta del Salame Quintero (Mercedes- BA) 14/5 Radio Continental,""La Rotonda"", D.Revol",1
La Bola Espejada . Los éxitos e historias de los 80s por @la96lp,1
Agenda Cultural Reporte Urbano 04/05/17 Roberto Villalobos Cintia Neves Radio Orión Argentina CABA,1
"La Molienda, sábado 06/05/2017 PARTE 1",1
,1
,1
"Entrevista al atleta argentino, Jose Luis Santero",1
EL PULKI 06/05/17 - NOTA A EMILIANO QUINTEROS,1
Cumbia de Wilmar,1
Sorteo moto g,1
ENTREVISTA A GABRIEL ROLÓN en VIVIR DE RISA ,1
Jorge Dorio y ''La venganza será terrible'',1
Ranking de Pizzerias Porteñas,1
"Roberto Alvarez, en Tango Radio Club",1
Amado Boudou - Llega el dia - Del Plata AM1030,1
"Olivera: ""El 2 x 1 está derogado pero parece que no produce los efectos de la reconciliación""",1
Susbielles Bonadeo,1
Los recursos naturales como garantía de deuda,1
" ""Estamos entregando nuestros derechos""",1
,1
arranque de lluvia,1
Mi logro 1703,1
Ricardo Gil Lavedra - Siempre Es Hoy - Radio del Plata,1
Como se llega al fallo del 2x1,1
"Colectivo ArteMA- Acción ""Vomite todo aquí""",1
Marcelo Brignoni - Siempre Es Hoy - Radio del Plata,1
"Pedro Cascales (Vocero @redcame): ""La industria pyme creció 12,6% febrero-marzo"".",1
El concejal Álvarez pegó el portazo a JSRN,1
"Darío Martínez, diputado nacional PJ FPV",1
"""EL KIRCHNERISMO MÁS ALIADOS ES LO QUE PREDOMINA EN PROVINCIA""",1
Todo sobre la Feria del Libro en Poné Primera,1
El camino hacia el 2x1 ,1
#EntrevistaLU14 Oscar Trotta - Doctor #El Gobierno Nacional intervino el hospital Garrahan,1
"Doctor Oscar Trotta ""Hay un intento claro de recortar presupuesto""",1
,1
Emiliano Álvarez Porte en diálogo con LA BRÚJULA 24 FM 93.1,1
,1
Sergio Wischñevsky - Siempre Es Hoy - Radio Del Plata,1
Se viene el juicio a la metropolitana por reprimir periodistas - Entrevista con @EstebanRuffa,1
Profesionales removidos en el Hospital Garrahan y ¿otras prioridades en el gobierno? ,1
Audios Parques,1
Juan Cruz Zorroategui analiza la durísima infancia de Mauricio,1
"#8 Lenguaje Inclusivo para Todos, Todas, Todxs y Todes ",1
,1
Gervasio Muñoz - Radionoticias Del Plata - Radio del Plata,1
"#PJ | Francisco Durañona: ""La disputa Scioli - Randazzo es vieja, hay que apostar a la renovación""",1
Exclusivo: los creativos del Gobierno nos traen sus nuevos spots,1
Diego Genoud y Mariano Martin en Toma y Daca sobre la Corte y los represores,1
,1
La cuPROnera,1
@belisario_fulld / Fue estrenada la primer película argentina de animación en formato full dome ,1
Rafael Correa. Último discurso inaugural del ciclo lectivo.,1
Todo es un sueño - entrevista Matias Lammens,1
#EntrevistaLU14 Ismael Enrique - Vicepresidente CPE Santa Cruz,1
ûltimo discurso de Rafaell Correa.,1
"Jorge Carreras, director provincial de Tecnología para la Seguridad y Atención de Emergencias",1
"Darío Grandinetti, en el día del actor. Este gobierno dice mear agua bendita y son los mas corruptos",1
Graciela Raquel Rotman- Club de Leones - 360 RSE - 07/05/17,1
Javier De Luca sobre el fallo de la Corte del 2x1,1
2017-05-08 PELOTA AL MEDIO - Alejandro Codina Pte. Club Union Progresistas,1
Rocco es espectáculos en Demoliendo Redes,1
"Escuchá la nota que @bbsanzo hizo con Gastón Duprat, director y productor de ""Todo sobre el Asado"" ",1
Esto es Racing- Programa del 8 de Mayo de 2017,1
"Víctor Hugo Morales en Rebeldes, Soñadores y Fugitivos ",1
Alunizate entrevista especial a Adriana Rodriguez de @editalmaluz ,1
Tema Nelson Vivas - TOC (Trastorno Obsesivo Compulsivo),1
Entrevista en Radio @rivadavia630 del @riflevarela a @maxitrusso,1
Eugenia Aravena nos cuenta sobre Ammar ,1
En qué anda @sebasfrancini: habló con Noche De Necios sobre su carrera #Rock,1
"Matías Barroetaveña: ""Hicimos una segunda medición y vemos una situación peor que la de diciembre"".",1
"Chino Navarro :""El fallo de la corte no habría sido posible en otro gobierno diferente al de Macri""",1
Nada del otro Mundo - Hipócrita y aborrecible (editorial 08-05-17),1
Nota Jineteadas y Domas - Radio Continental - Daniel Revol,1
,1
#BlackAndToc 08/05/2017 - Programa -,1
Entrevista a Alejo Carbonell de la editorial Caballo Negro,1
Entrevista a Florencia Lossio Sitraju,1
08/05/17 - La Mesa de los Galanes: La Sobremesa (Opinión Fija 2.0)  ,1
#Dame5: Entre el fútbol y la música: Futbolistas que se hicieron rockstars,1
"Sandra Michelón, Grupo Umano",1
,1
AM Libertad 1090 Rosario,1
,1
Columna Politica de Diego Sehinkman en Gente Sexy,1
,1
"LA VIOLENCIA ESTATAL, LA GRAN APUESTA DE CAMBIEMOS",1
,1
Macri viaja a China,1
Irene Ickowicz en Radio Nacional,1
"Vanesa Espora,Secretaria de Igualdad de Oportunidades y Trato desde la Feria del Libro, Estado Joven",1
Editorial 2 x 1 LAS PELOTAS,1
"Manuel D'Onofrio y Gonzalo Córdoba: Voz y Guitarra: ""Aguafuerte BelgraNonSense"" en ""DOnofrio TOday"" ",1
El informativo de Juani Martinez. 8 de Mayo,1
Congreso de Futbol Brasil. Bielsa sobre Sampaoli,1
Julián Hofele en La Mirada Despierta de Nelson Castro- Radio Continental.,1
,1
Conogol de pobre,1
Entrevista a Florencia Saintout por Continental ,1
Ignacio Montoya Carlotto - Siempre Es Hoy - Radio del Plata,1
"""Zonas liberadas"" e intentos de secuestro en inmediaciones de la UBA",1
,1
Andres Ferrero,1
Cobertura Universal de Salud,1
Victor Hugo y G Campana conversan con Mona Moncalvillo sobre el 2X1 y Von Wernich,1
los peores 7 mecanicos,1
Bielsa sobre los medios de comunicacion,1
"Entrevista a Lucas Gardiner, Portfolio Personal",1
PARTE PROVINCIAL DE RUTAS 09/05,1
Entrevista a José Luis Espert (@jlespert),1
,1
La deuda,1
Daniel Molina - Siempre Es Hoy - Radio del Plata,1
Gregorio Badeni (Abogado Constitucionalista),1
#NoticiasMegafón #MarceloScolari @PrensaAteLanus - #Multisectorial #EmergenciaSocial #Lanús,1
,1
Nota  libro de Narda Lepes  #ÑamÑam  #LoArtesanal,1
Hugo Moyano (Director de RadioNews Sta Cruz) ,1
"📻 @libermanOnLine @MarceloPeretta , Secretario general del Sindicato de Bioquímicos y Farmacéuticos",1
Ezequiel Campa,1
,1
Entrevista a Claudia Enrich sobre censo a personas en situación de calle en la Ciudad. ,1
Dario Mattarollo,1
Editorial de apertura de Carlos Polimeni,1
"Abogada y candidata de #CiudadFutura Jesica Pellegrini, cuenta lo sucedido en el Museo de la Memoria",1
Entrevista con Jonatan Treise - Jugador de Hispano Americano de Río Gallegos,1
El programa JUEGO LIMPIO de este lunes 8 de mayo de 2017,1
Nora Cortiñas,1
.@maxdelupi y otra desopilante descripción de los SIM (Soretes Incapaces de Mirarse),1
"Emilio Di Tata Roitberg: ""La Matanza es un lugar muy postergado""",1
Editorial de Fernando Alonso en Precisiones (08/05/2017),1
"Walter Correa: ""Le vamos a ganar a este gobierno en las urnas"".",1
Sobre el Phubbing,1
Jorge Rizzo - Volver a las Fuentes - Radio del Plata,1
Sebastián Mastropaolo ANSES Casilda,1
Editorial Programa Rompiendo Los Cocos- Periodista Coco López- Radio Universidad 103.3 UNR,1
"2017-05-09 PELOTA AL MEDIO - Jose ""Pepe"" Sand - Jugador y goleador del Club Lanús",1
IM PRE SIO NAN TEEEE!!!,1
Nuria Barbosa León - Volver a las Fuentes - Siempre Es Hoy ,1
Entrevista a @fiosargenti - PARTE 1,1
Entrevista-Daniel RAFECAS (Titular del Juzgado Criminal y Correccional Federal Nº 3 de la CABA),1
Rafa no quiere decir qué edad tiene!,1
"Escuchá la nota que @bbsanzo hizo con José Tcherkaski, autor de ""Antología del Rock Nacional""",1
"Nicolás Dujovne, el ministro de Hacienda, en ""Viale 910"" @AlertaO",1
Male Pichot en Vorterix,1
NELSON CASTRO,1
Nada del Otro Mundo - Argentina: La Meca de la especulación financiera (09-05-17),1
Guillermo Marijuán en El Exprimidor,1
"Entrevista a Maxi tejerina y a Victor Ale, que fueron reconocidos por la NASA",1
El debate sobre la política científica en Argentina,1
"Hijo de Julio López: ""¿Quién cuida a mi familia cuando queden libres los genocidas?""",1
La crisis de las economías regionales ,1
,1
,1
La encuestadora del Indec visita a Any Ventura y Hugo Paredero para saber que piensan del 2x1,1
,1
#FederalA - Alejandro Capurro (@Gutierrez_Mza) @interiorfut @guemes1050,1
,1
"""Este disco une mis dos amores la música folklórica y académica"" Lorena Astudillo en La Folkórica",1
Ni Sumisas Ni Devotas: 2° Programa (9 de Mayo),1
#NiSumisasNiDevotas: Mujeres que se vistieron como hombres para burlar las prohibiciones machistas,1
,1
,1
,1
"Lipovetzky: ""La posición nuestra fue salir a rechazar lo del 2x1. Es un grave retroceso""",1
